instagram_comments,offensive_language,offensiveness_levels,hate_speech
Que nojoooo. Aí isso aí ninguém faz nada né? Velho asquerosos dos infernos.,1,2,-1
"Como pode, esse verme, estar solto???",1,1,-1
I💰 manda pra ela e diz que foi presente de uma pessoa com as iniciais LILS via OAS para ver se ela sabe quem foi,0,0,0
Que ridículo,1,3,-1
"Com um congresso frouxo, o STF continuará reinando. É muito rabo preso entre todos aí. Dos antigos congressistas, já esperávamos os conchavos. Dos novos, só decepções até o presente momento.",1,2,-1
Você faz trabalho de verdadeiro patriota ...por isso sempre achei seu lugar no Brasil 🇧🇷🇧🇷🇧🇷,0,0,0
"vamos fazer uma guerra civil, CUT.",0,0,0
Tudo eles tem que tá medido deixa a justiça resolver,0,0,0
Teve a pergunta-chave: Você tá lúcido? 😂😂👏👏👏👏🇧🇷🇧🇷🇧🇷🇧🇷,0,0,0
O despejo e grande,0,0,0
"Deixa, o povo da esquerda vai ter que ir todo pra cadeia nas eleições",1,3,5
"Repugnante, absurdo o que esse deputado fez, tem que olhar pra trás e vê como foi fácil a chegada dele aonde encontra_se hoje, mas não é a mesma oportunidade oferecida ao negro, educação, saúde, um lar, um, um bom emprego, se eles nunca tiveram irão ficar sempre atrás, consciência de o negro tem que ser tratado por igual, com as mesmas garantias e direitos.",0,0,0
"Bolsonaro é infantil e com viés ditador, votei nele, mas precisamos de outro alguém para 2022. Desejo que ele mude, senão será a mola para impulsionar o PT novamente",1,1,5
Ele está tirando todos direitos do trabalhador.,0,0,0
"Nojo!!!! Mas a família tradicional brasileira adora, não é? Muita hipocrisia!!! 🤮🤮🤮",1,1,-1
Depravado e escroto 😬😬😬,1,2,-1
Está onde merece essa traidora!,1,1,-1
Muito bom acompanhado!,0,0,0
mentira fauso fora,1,1,-1
"O que este “coroné”, conseguiu com sua truculência, foi dar visibilidade a uma obra! Agora espero que alguém a reproduza para que eu possa comprar",0,0,0
"@guilhermeribeiro7735 Vai se instruir um pouco! Caia fora, aqui ñ é lugar para pessoas como vc",1,1,-1
Como pode ser tão canalha esse Lula,1,3,-1
Damares será exemplo para muitos!!!!,0,0,0
Parabéns PGR pedido negado 👍👏👏👏,0,0,0
Esse sim representa o povo brasileiro!,0,0,0
Futuro presidente 🙏,0,0,0
O nosso lpreslidente esta muito certo i .,0,0,0
Parabéns Mestre🙏🏽,0,0,0
"Moram no Brasil, mas não têm alma de brasileiro. Limpam a consciência com papel higiênico...",1,2,-1
"Parabéns, você merece 👏👏",0,0,0
Fernando Haddad grande liderança que surge com muita força em nosso país Haddad intelectualmente mais preparado e também moralmente,0,0,0
"Os filhos cá mito estão atrapalhando demais,",0,0,0
Vergonha dessa bandida!!!,1,3,-1
"Enquanto isso, os verdadeiros corruptos são soltos! Que deputados são esses?",1,1,-1
Super linda!,0,0,0
"Tipico da esquerda: é contra até convir, ai “abre exceção”!!!",1,1,5
Intervenção militar já !!! Acaba STF não serve pra nada mesmo...@joicehasselmannoficial,1,3,2
Parabéns!👏👏,0,0,0
Afinal das contas de que lado a senhora Janaína Pascoal está?,0,0,0
Salve a Cristina!,0,0,0
#LulaVaiMorrerNaCadeia #JoiceTraidora #JoiceCorrupta #JoiceContraoPovo #JoiceOportunista #JoiceForaDaPolitica,1,1,-1
"Vc é maravilhosa, mais pessoas como vc 👏👏👏👏👏",0,0,0
Parabéns deputada a luta contra todo tipo de preconceito é válido e contante pessoas como esse deputado tem muitos travestidos de democrata e não racista e muito menos preconceituoso,0,0,0
👏👏👏 Boa pergunta ...queria que ela respondesse,0,0,0
Trairas,1,1,-1
Parabéns ❤️👏👏👏👏,0,0,0
Vai trabalhar trem a toa.,1,1,-1
Vc merece isso e muito mais!!!❤️,0,0,0
"Legal. Roubamos os sonhos dela. Kkkkkkk. Vamos acabar com as plantações de alimentos, com a pesca , a criação de gado e viver felizes para sempre!!! Isso sim é um conto de fadas. Vai pra escola minha filha. Quem sabe vc não aprende alguma coisa de útil ao invés de seguir a cartilha marxista que dizimou milhões pela fome e pela miséria.",1,1,5
Ainda tem gente que defende! 🤮,0,0,0
Onde estão as mulheres???,0,0,0
"Este Senhor, é terrível. 😢",1,2,-1
Bebel e Agostinho casal perfeito,0,0,0
"Kkkkkkkkkk toma, aprendeu sua orelhuda.",1,2,-1
"Quando eu penso que poderia ter um presidente lindo, educado, culto, inteligente desse... 😐",0,0,0
Vagabundo desordeiro!,1,2,-1
Ainda não acredito que trocaram um professor por um miliciano 🤦🏼‍♂️🤦🏼‍♂️😔😔,1,1,-1
Sem dúvida,0,0,0
Bem capaz de acreditarem🤔,0,0,0
Incrível 👏👏👏👏👏,0,0,0
Chic professor!,0,0,0
Agora vaaai!!!👏👏👏,0,0,0
😅😅😅😅😅😅😅😅😅😅😅😅 bandida,1,2,-1
Meu presidente!💖💖,0,0,0
Exatamente! Os 3 são príncipes caídos!,0,0,0
Por que será? Bandido defende bandido,1,2,-1
Recuperar o país???? Logo ele que o detonou?!!! Anti Cristo!!!,1,2,-1
Deveria recolher impostos em quem votou nele !,0,0,0
Inacreditável que esse senhor fez...e ficar impune!!!,0,0,0
"E pirralha sim! Insignificante, igual seus posts!!",1,3,-1
Grande - Fernando Haddad - pegou educação do Brasil na 36^ posição e deixou na 138^ posição - diz que construiu tantas universidades.,0,0,0
É bom o Fachin evitar andar de helicóptero ou avião fretado...,0,0,0
Temos o presidente mais tosco de toda a história!,1,2,-1
"Se fosse o Pabllo Vittar , os lacradores: Linda , Essa mulher nos representa , Ninguém solta a mão de ninguém , Viva o Feminismo. 😂😂😂😂😂😂",0,0,0
Esse sujeito é filho do Satanás.,1,2,-1
Tá aí o cara que pode ser chamado de Presidente 🤩,0,0,0
😍 Professores maravilhosos !!! 😍,0,0,0
Também acho. Esse cara fala demais. Os filhos do bolsonaro acabam enfraquecendo o governo. Sempre disse issso desde o começo,0,0,0
Parabéns professor Haddad 👏🏼👏🏼👏🏼👏🏼,0,0,0
Vc merece Fernando Haddad.,0,0,0
É apenas mais uma vagabundos.,1,2,-1
Vocês nos representam🙏,0,0,0
"E os gados aplaudem as retiradas dos seus próprios direitos,n dá pra entender isso!!!",1,3,-1
Bando de canalhas,1,3,-1
Essa revista é de quinta categoria. Não serve nem pra fazer fogueira.,1,1,-1
É um imbecil!,1,2,-1
Venha los hermanos! Adoroooo,0,0,0
Verdade,0,0,0
"Esses sim, lutam pelos mais necessitados! 👏👏👏👏👏👏👏👏👏👏👏👏",0,0,0
"Velho nojento, vocabulário imundo.👊👊👊👊",1,1,-1
Concordo,0,0,0
#cadeiaparaverdevaldo #prisaoglenngreenwald #impeachmentgilmarmendes #impeachmenttoffoli #somostodosmoro #somostodosdeltandallagnol #euapoioalavajato #euapoiobolsonaro #prisaoemsegundainstancia #impeachmentrodrigomaia #impeachmentdavialcolumbre #forafelipesantacruz #fimdoforoprivilegiado #fimdofundopartidario #lulaladrao #lulapreso #foratoffoli #fimdofundoeleitoral #cpilavatoga #globofakenews #bandlixo #fimdafolhasp #fimdopteseuspuxadinhos #fimdapecdabengala #impeachmentlewandowski #pacoteanticrimeja #portaria666ja #stfvergonhanacional #bolsonarovetaoabuso #vetabolsonaro,1,2,-1
Arrepiada! Muito forte❤️,0,0,0
Ainda. Tem ESTÚPIDOS que elegem LIXOS. PAÍS repleto de retardados PODRES ASSASSINOS do povo brasileiro,1,3,-1
SEMPRE... charmoso! ❤️💥💥🌟,0,0,0
"Vamos fazer assim, @jairmessiasbolsonaro e @gleisihoffmann - cada um coloca suas observações aqui.",0,0,0
As vamos vencer. Confiaremos em Deus e tudo vai dar certo,0,0,0
@bolsonarosp 👉👉👉 opinião!!! Se pegarmos todo mês do contribuinte 1 real da luz /água/gás ... já teríamos milhões todos os meses ( para nossa Amazônia!!!) 👍🇧🇷😳todos os brasileiros estariam contribuindo com oque é nosso!! ( Amazônia),0,0,0
Que mulher ridícula essa Benedita só fala bosta,1,2,-1
Nojento!,1,1,-1
"Acontece q todos riram, e a pior de todos ai foi a mãe da meninia,hipocrisia queri vê se fosse um anônimo se ela ia ri.",1,2,-1
"Pena que não virão a Salvador. As crianças do Colégio Militar daqui sonham com a presença de vcs. Mas devido as richas políticas, acho difícil.",0,0,0
Um dos 4 ministros sérios do STF. O resto....,0,0,0
"Joice, Vendo vc hj começo a achar que o Reinaldo tinha razão!! Kkkk",0,0,0
Só não vê quem não quer!! #lulalivre❤️🙌,0,0,0
"Oi boa tarde isso é ruim , eu nunca vi isso tô doido não pode acontecer nunca o salário mínimo e pouco pagar imposto 13 salário",0,0,0
Parabens👏,0,0,0
"Amanhã, 13 de agosto!!! Vamos às ruasssss!!!",0,0,0
Mas é pirralha mesmo.,1,1,-1
Tem pessoas que se dizem empresarios e aplaudem essa medida absurda. Sera que sao empresarios mesmo! Ou sao donos de quintal e querem aparcer. Empresario de verdade sao super honestos.,0,0,0
#CassaçãoMarcoFeliciano,1,1,-1
Cadê o PSL para apoiar o Presidente no Congresso? Quem mais joga contra é o próprio partido. Acordem!,0,0,0
Grande admiração pelos dois! 😍,0,0,0
#forabolsonaro #forabolsominionsestupidos #lulapresopolitico #amazoniaficabolsonarosai #amazoniafica,1,1,5
Essa pirralha não estuda ????,1,1,-1
Presidente ♥️,0,0,0
"Essa Peppa FDP, vai pagar junto com todos os outros canalhas!! #joicehalssemannpeppafdp",1,2,3
"Coitada dessa menina, tem que crescer muito ainda. Foi fabricada e agora a exploram",1,2,-1
LINDOS,0,0,0
Eu não consigo acreditar que a canalhice deles atingiu níveis tão grandes 😓,1,1,-1
Parabéns pelo prêmio!,0,0,0
"Essa menina não passa de massa de manobra, mas a esquerda adora um “ídolo” cabeça de vento.",1,1,5
Fica calado CARA !! Babaca .,1,2,-1
Gente do Céu... Meu Deus... Quem escreveu isso?,0,0,0
Parabéns professor,0,0,0
Olha aí os cristãos. Deveriam lavar a boca com sabão atestado de falar em Cristo,1,3,7
Nossa ministra damares ê de Deus orgulho da nação,0,0,0
"Uma menina chega as capas aos 16 anos e não são em páginas policiais,muito contrário dos políticos desse país que só faz vergonha ao invés de cumprir seus mandados e os objetivos e promessas de melhoras. Nós fizemos a nossa parte,tiramos um governo corrupto do trono,agora quem tá lá abre a boca e fala merda. Só lembrando que nós TIRAMOS e COLOCAMOS vcs,Nós o POVO.",0,0,0
E quem auditou a informação do Datafolha? 🤔,0,0,0
Bandidagem pura,1,1,-1
Deveria ser extraditado pra Cuba ou Venezuela..,1,1,-1
Essa safada... Dinheiro ela gosta né? Não tem pena de roubar do Brasil!,1,3,8
"Menina chata pra cacete! Imagine quando crescer, o pé no saco que não vai ser!",1,2,-1
"Vc está postando essas coisas dessa pirralhada só pra denegrir a imagem do seu presidente, a maioria dos brasileiros nem sabem do que se trata, mas vc faz questão de causar polêmica, continuo dizendo, a opinião dos outros não faz a menor diferença pra mim e pra mais da metade dos brasileiros",1,1,-1
Essa também não quero perder!!! De jeito nenhum!!! Boa Lêda Nagle!!! Essa daí eu respeito!!!!👏👏👏👏👏❤️❤️❤️❤️,0,0,0
É UM MARGINAL!,1,2,-1
Inacreditável,0,0,0
"Esse desgraçado incentivando guerra civil. Exército fica de olho, bandidos tem q está na cadeia. Esse partido sempre incentivou guerrilhas, são uns, pilantras miseráveis.",1,2,5
E ela ainda continua: os olhos da nova geração estão sobre vocês. Continuem falhando e nós nunca iremos perdoar vocês.,0,0,0
Faz arminha que dói menos. 👀👀,0,0,0
ATENÇÃO AOS BOZOLOIDE DE PLANTÃO 🤣🤣🤣🤣🤣. TIRANDO SARRO DA DILMA,1,3,5
"Enquanto a Bachelet comia toco do PT, estava caladinha.",1,3,5
Mas tu é mto cara de pau né Joice?!!!!tá se queimando sozinha......🤣🤣🤣🤣🤣👍,1,2,-1
Num é ?,1,1,-1
Essa vagabunda não tem que falar nada!,1,2,8
"É surreal uma coisa dessa, que bosta de justiça é essa que nada faz contra esse pilantra?",1,1,-1
Devia ser preso novamente esse bandido ao falar isso!,1,1,-1
"Essa imprensa imunda precisa ser varrida desse país, e isso está nas nossas mãos.",1,3,-1
Oras. Ele está cumprindo sua campanha. Os trouxas dos gados merecem. Se ferrem tudim.,1,2,5
Não passa de uma pirralha,1,1,-1
Queremos Lula livre já,0,0,0
"Sem novidades, lixo sendo lixo.",1,2,-1
Esquerda no mundo é assim???,0,0,0
❤️❤️❤️❤️❤️❤️.Dois seres humanos super.Amoooooo,0,0,0
Esse bandido tem que voltar é pra cadeia😡😠,1,2,-1
Sigamos em frente! Jamais desistiremos!,0,0,0
Emocionante! É hora de nos voltarmos ao essencial! Estamos cansados de gente que não nos representa! #nãoexisteplanetaB,0,0,0
Porque ela não era “paga” pra sentir pena e sim para contribuir e usufruir dos roubos.,1,1,-1
"Feliciano é um asqueroso, ser desprezível 🤮🤮🤮",1,1,-1
Festival de maconha!,0,0,0
"Certeza q a esquerda eh doente. Apoio a maduro, Cristina. Só pode ser doença",1,3,5
Quem financia tanto ódio é o presidente e sua corja!,1,1,-1
Esse bosta tem q voltar pra cadeia já!,1,2,-1
Atriz da pior qualidade... CONTE ME QUANTAS ARVORES VCS HIPÓCRITAS PLANTARAM HJ?,1,2,-1
"Com Deus no comando sempre, tudo vai bem. 👏👏👏👏👏👏",0,0,0
"Quanta gente se beneficiando com o uso da imagem de uma adolescente ,que nem sabe que e usada politicamente!!",0,0,0
"Grande merda, o q adianta se depois vem um fdp e solta o Zé cana brava!!!",1,2,-1
"Eu apoio a Ministra Damares, ela me representa!",0,0,0
"Quem votou nele deve tá adorando,..",0,0,0
"Meu cachorro cagando, trabalha muito mais pelo Brasil do que estes esquerdistas parasitas!",1,3,5
Aqui na Bahia se chama CRENTE DO CU QUENTE,1,2,7
Mano o Haddad parece um rato kkkk,1,1,-1
É sério isso??? Comemorando a invasão nazista?????,0,0,0
M I S E R Á V E I S. Vão pagar muito bem... a hora de cada um vai chegar. #somoatodosdamares,1,3,-1
👏👏👏👏 os melhores ! 😍😘,0,0,0
Meu presidente lindo!!!,0,0,0
#globolixo,1,1,-1
Canalha!!,1,3,-1
Parabéns futuro presidente!,0,0,0
"Q Lula pensa, q é Deus?",0,0,0
Não entendi? A Joyce já caiu? Durou só 24 horas líder?🤔🤔🤔🤔🤔🤔🤔,0,0,0
Luladrão é o encardido! Esse cara é insuportável e não desiste! Louco! Ridículo!,1,2,5
Mal vejo a hora de votar em você denovo professor/presidente!,0,0,0
"Meu Deus que absurdo, presidente dele fala o que. disso , será que isso é normal . que mundo agente estar...",0,0,0
Juntos somos mais fortes avante Brasil,0,0,0
Não sabia que estavas em Poa! Se soubesse tinha ido te aplaudir. 👏👏👏🔝🔝🔝😘😘😘,0,0,0
Vou assistir. ❤️ ❤️,0,0,0
Será que alguém em sã consciência ainda vai acreditar nesta farsante? Não acredito em um fio do seu cabelo pintado.,1,2,-1
Questão de MKT pessoal. Relaxa esse ombro Haddad. Ele só sobre em posição de defesa. Precisa aprender a baixar essa tensão. Entrevista maravilhosa. #lulalivre,0,0,0
Esse realmente merece,0,0,0
Não tenho duvidas,0,0,0
"Imediatamente abrir um processo de cassação desse deputado por falta de decoro parlamentar, destruição do patrimônio público e crime de racismo!",0,0,0
Nojoooo,1,2,-1
"Que e esse imundo que se acha o moralista da conduta correta ? Deve ser um daqueles imorais , se achando gente do bem . No fundo tem medo de abrir a bíblia pq sabe o que faz da sua vida e pecaminoso . Pobre coitado de espírito e amor ao próximo .",1,2,7
Passou da hora de dar um basta nesse velho safado 😡😡,1,1,-1
"Estamos em um grande barco a remo metade 50% rema para frente 25% não rema 25 % rema para trás ,e culpa do Presidente, não, somos nós brasileiros devemos remar ele apenas põe ordem na embarcação ,por favor Brasil temos muitos brasileiros que não fazem nada pra melhorar estamos no mesmo barco ,perde um perde todos ou tô errado?",0,0,0
Exatamente!!,0,0,0
Concordo !!!,0,0,0
"Só podia ser de um policial um absurdo desses, o cara quer aparecer de qualquer jeito.",0,0,0
"Eu não entendo como insensata não: eu entendo como um alerta que foi dado aos esquerdistas que estão achando que podem fazer a baderna que está acontecendo no Chile. Pois é Janaína, o AI-5 é para essas ocasiões. Os comunistas baderneiros ficam avisados.",1,2,"2,5"
"Deus, que nus livra desse demônio do Lula, lulárapio e na cadeia",1,3,5
"Achei desnecessário a fala dele, esse tipo fala so prejudica o nosso presidente. Muito cuidado no que falar",0,0,0
Acho que vc se esqueceu do que publicou no seu Twitter do dia 26/03/2019 né não @joicehasselmannoficial ??,0,0,0
PARABÉNS HADDAD!,0,0,0
"Tá mais pra demônio, mesmo.",1,2,-1
Deveriam ser presos esses pretalhas!!,1,3,5
Tudo vagabundos! Kkkkkkkkk,1,1,-1
Como essa gente e.destituida de qualquer mencao de razao a ignorancia e.tao .grande que e inconcebivel acreditar nesse pensamentotao mediocre e pauperrimo.de livrar se dos atos de bom vivan desse crapula e verme que gracas a tudo .esta.sendo .escurracado dos nossos locais de convivio essa pessoa escrota queva se.hanituando a nao.ser nada pois nada e nada comforme se acabou .,1,2,-1
Acelera,0,0,0
Merecida homenagem!,0,0,0
Problema que tem mais bandido do que gente honesta,1,3,-1
"E quem escolhe essas mulheres? Eu sou contra e se sou contra a minha ideologia se mantém. A objetivação da mulher seja preta, branca, amarela é algo que tem que ser erradicado Manuela. É uma mensagem contraditória. No feminismo lutamos por mudar esses conceitos hegemonicos. A luta é de todas as mulheres e de todas as etnias",0,0,0
Está gagá!,1,2,-1
Tanto faz. Bolsonaro Presidente!,0,0,0
Eis o homem de bem. 😏,0,0,0
Idiota !,1,3,-1
Gosto muito! 👏👏👏👏👏👏❤️❤️,0,0,0
Só faltam as barras de ferro na frente da foto ... aí ia ser perfeito,1,1,-1
Se ele faz isso aí na câmera imagina nas ruas em casa.🤔😕,0,0,0
PIRRALHA🤣,1,1,-1
Vdd,0,0,0
Meu Deus!o homem que fala de Jesus? que hipócrita.,1,2,-1
Estamos juntos nessa luta 👏👏👏👏🇧🇷🇧🇷,0,0,0
Viva Argentina 😍,0,0,0
Parabens Professor e futuro Presidente Fernando,0,0,0
"STF não tem outros processos só atende os processos do patrão deles LULA. STF cria vergonha na cara, tem cara? 😁 Bem se vê não tem cara tem desrespeito com o povo.",1,1,-1
